"Država","Leto","Starost","Število"
"Poland",2014,"From 5 to 10 years","3,849,060"
"Poland",2014,"From 10 to 20 years","8,081,732"
"Portugal",2014,"Total","4,699,645"
"Portugal",2014,"Less than 2 years","244,657"
"Portugal",2014,"From 2 to 5 years","491,171"
"Portugal",2014,"From 5 to 10 years","1,018,095"
"Portugal",2014,"From 10 to 20 years","2,294,353"
"Romania",2014,"Total","4,908,000"
"Romania",2014,"Less than 2 years","127,000"
"Romania",2014,"From 2 to 5 years","293,000"
"Romania",2014,"From 5 to 10 years","1,481,000"
"Romania",2014,"From 10 to 20 years","3,007,000"
"Slovenia",2014,"Total","1,068,360"
"Slovenia",2014,"Less than 2 years","110,680"
"Slovenia",2014,"From 2 to 5 years","174,700"
"Slovenia",2014,"From 5 to 10 years","354,730"
"Slovenia",2014,"From 10 to 20 years","400,520"
"Slovakia",2014,"Total","1,949,100"
"Finland",2014,"Total","3,172,735"
"Finland",2014,"Less than 2 years","209,443"
"Finland",2014,"From 2 to 5 years","364,109"
"Finland",2014,"From 5 to 10 years","718,223"
"Finland",2014,"From 10 to 20 years","1,238,648"
"Sweden",2014,"Total","4,584,711"
"Sweden",2014,"Less than 2 years","740,682"
"Sweden",2014,"From 2 to 5 years","753,208"
"Sweden",2014,"From 5 to 10 years","1,257,300"
"Sweden",2014,"From 10 to 20 years","1,520,928"
"Liechtenstein",2014,"Total","28,470"
"Liechtenstein",2014,"Less than 2 years","3,980"
"Liechtenstein",2014,"From 2 to 5 years","6,740"
"Liechtenstein",2014,"From 5 to 10 years","8,870"
"Liechtenstein",2014,"From 10 to 20 years","7,410"
"Norway",2014,"Total","2,555,000"
"Norway",2014,"Less than 2 years","303,000"
"Norway",2014,"From 2 to 5 years","459,000"
"Norway",2014,"From 5 to 10 years","664,000"
"Norway",2014,"From 10 to 20 years","1,129,000"
"Switzerland",2014,"Total","4,384,000"
"Switzerland",2014,"Less than 2 years","593,000"
"Switzerland",2014,"From 2 to 5 years","948,000"
"Switzerland",2014,"From 5 to 10 years","1,277,000"
"Switzerland",2014,"From 10 to 20 years","1,366,000"
"Turkey",2014,"Total","9,857,915"
"Turkey",2014,"Less than 2 years","1,109,189"
"Turkey",2014,"From 2 to 5 years","1,891,033"
"Turkey",2014,"From 5 to 10 years","1,818,783"
"Turkey",2014,"From 10 to 20 years","2,699,447"
"Belgium",2015,"Total","5,623,579"
"Belgium",2015,"Less than 2 years","1,176,005"
"Belgium",2015,"From 2 to 5 years","1,314,983"
"Belgium",2015,"From 5 to 10 years","1,635,039"
"Belgium",2015,"From 10 to 20 years","1,192,480"
"Czech Republic",2015,"Total","5,115,316"
"Czech Republic",2015,"Less than 2 years","490,863"
"Czech Republic",2015,"From 2 to 5 years","525,017"
"Czech Republic",2015,"From 5 to 10 years","1,027,681"
"Czech Republic",2015,"From 10 to 20 years","3,071,755"
"Germany (until 1990 former territory of the FRG)",2015,"Total","45,071,000"
"Germany (until 1990 former territory of the FRG)",2015,"Less than 2 years","5,747,000"
"Germany (until 1990 former territory of the FRG)",2015,"From 2 to 5 years","8,369,000"
"Germany (until 1990 former territory of the FRG)",2015,"From 5 to 10 years","13,470,000"
"Germany (until 1990 former territory of the FRG)",2015,"From 10 to 20 years","15,042,000"
"Estonia",2015,"Total","676,596"
"Estonia",2015,"Less than 2 years","39,108"
"Estonia",2015,"From 2 to 5 years","60,730"
"Estonia",2015,"From 5 to 10 years","135,008"
"Estonia",2015,"From 10 to 20 years","263,396"
"Ireland",2015,"Total","2,060,170"
"Ireland",2015,"Less than 2 years","427,930"
"Ireland",2015,"From 2 to 5 years","352,930"
"Ireland",2015,"From 5 to 10 years","766,670"
"Ireland",2015,"From 10 to 20 years","512,640"
"Greece",2015,"Total","5,107,620"
"Spain",2015,"Total","22,355,549"
"Spain",2015,"Less than 2 years","1,801,132"
"Spain",2015,"From 2 to 5 years","1,935,046"
"Spain",2015,"From 5 to 10 years","1,935,046"
"Spain",2015,"From 10 to 20 years","9,679,325"
"France",2015,"Total","32,326,000"
"France",2015,"Less than 2 years","3,832,000"
"France",2015,"From 2 to 5 years","6,193,000"
"France",2015,"From 5 to 10 years","11,416,000"
"France",2015,"From 10 to 20 years","10,885,000"
"Croatia",2015,"Total","1,499,802"
"Croatia",2015,"Less than 2 years","85,076"
"Croatia",2015,"From 2 to 5 years","129,196"
"Croatia",2015,"From 5 to 10 years","400,159"
"Croatia",2015,"From 10 to 20 years","738,776"
"Cyprus",2015,"Total","487,692"
"Cyprus",2015,"Less than 2 years","17,483"
"Cyprus",2015,"From 2 to 5 years","42,255"
"Cyprus",2015,"From 5 to 10 years","146,915"
"Cyprus",2015,"From 10 to 20 years","228,144"
"Latvia",2015,"Total","679,048"
"Latvia",2015,"Less than 2 years","21,790"
"Latvia",2015,"From 2 to 5 years","35,642"
"Latvia",2015,"From 5 to 10 years","126,886"
"Latvia",2015,"From 10 to 20 years","345,111"
"Lithuania",2015,"Total","1,244,063"
"Lithuania",2015,"Less than 2 years","25,854"
"Lithuania",2015,"From 2 to 5 years","44,872"
"Lithuania",2015,"From 5 to 10 years","190,110"
"Lithuania",2015,"From 10 to 20 years","758,176"
"Luxembourg",2015,"Total","381,103"
"Luxembourg",2015,"Less than 2 years","127,053"
"Luxembourg",2015,"From 2 to 5 years","98,066"
"Luxembourg",2015,"From 5 to 10 years","94,149"
"Luxembourg",2015,"From 10 to 20 years","61,835"
"Hungary",2015,"Total","3,196,856"
"Hungary",2015,"Less than 2 years","174,065"
"Hungary",2015,"From 2 to 5 years","182,380"
"Hungary",2015,"From 5 to 10 years","815,515"
"Hungary",2015,"From 10 to 20 years","1,678,745"
"Malta",2015,"Total","275,380"
"Malta",2015,"Less than 2 years","18,200"
"Malta",2015,"From 2 to 5 years","24,576"
"Malta",2015,"From 5 to 10 years","70,831"
"Malta",2015,"From 10 to 20 years","112,710"
"Austria",2015,"Total","4,748,048"
"Austria",2015,"Less than 2 years","831,980"
"Austria",2015,"From 2 to 5 years","946,901"
"Austria",2015,"From 5 to 10 years","1,392,629"
"Austria",2015,"From 10 to 20 years","1,333,654"
"Poland",2015,"Total","20,723,423"
"Poland",2015,"Less than 2 years","885,473"
"Poland",2015,"From 2 to 5 years","1,047,676"
"Poland",2015,"From 5 to 10 years","3,787,828"
"Poland",2015,"From 10 to 20 years","8,226,233"
"Romania",2015,"Total","5,155"
"Romania",2015,"Less than 2 years","149,000"
"Romania",2015,"From 2 to 5 years","259,000"
"Romania",2015,"From 5 to 10 years","1,327,000"
"Romania",2015,"From 10 to 20 years","3,420,000"
"Slovenia",2015,"Total","1,078,740"
"Slovenia",2015,"Less than 2 years","73,700"
"Slovenia",2015,"From 2 to 5 years","144,570"
"Slovenia",2015,"From 5 to 10 years","337,770"
"Slovenia",2015,"From 10 to 20 years","481,460"
"Slovakia",2015,"Total","2,034,574"
"Finland",2015,"Total","3,234,860"
"Finland",2015,"Less than 2 years","213,324"
"Finland",2015,"From 2 to 5 years","355,165"
"Finland",2015,"From 5 to 10 years","680,196"
"Finland",2015,"From 10 to 20 years","1,296,824"
"Sweden",2015,"Total","4,668,262"
"Sweden",2015,"Less than 2 years","807,627"
"Sweden",2015,"From 2 to 5 years","815,892"
"Sweden",2015,"From 5 to 10 years","1,187,678"
"Sweden",2015,"From 10 to 20 years","1,549,017"
"United Kingdom",2015,"Total","30,250,294"
"United Kingdom",2015,"Less than 2 years","4,798,556"
"United Kingdom",2015,"From 2 to 5 years","5,692,959"
"United Kingdom",2015,"From 5 to 10 years","9,527,442"
"United Kingdom",2015,"From 10 to 20 years","9,691,743"
"Liechtenstein",2015,"Total","28,802"
"Liechtenstein",2015,"Less than 2 years","3,984"
"Liechtenstein",2015,"From 2 to 5 years","6,933"
"Liechtenstein",2015,"From 5 to 10 years","8,810"
"Liechtenstein",2015,"From 10 to 20 years","7,545"
"Norway",2015,"Total","2,610,000"
"Norway",2015,"Less than 2 years","310,000"
"Norway",2015,"From 2 to 5 years","473,000"
"Norway",2015,"From 5 to 10 years","678,000"
"Norway",2015,"From 10 to 20 years","1,149,000"
"Switzerland",2015,"Total","4,458,000"
"Switzerland",2015,"Less than 2 years","629,000"
"Switzerland",2015,"From 2 to 5 years","966,000"
"Switzerland",2015,"From 5 to 10 years","1,301,000"
"Switzerland",2015,"From 10 to 20 years","1,352,000"
"Former Yugoslav Republic of Macedonia, the",2015,"Total","383,833"
"Former Yugoslav Republic of Macedonia, the",2015,"Less than 2 years","5,730"
"Former Yugoslav Republic of Macedonia, the",2015,"From 2 to 5 years","12,146"
"Former Yugoslav Republic of Macedonia, the",2015,"From 5 to 10 years","60,501"
"Former Yugoslav Republic of Macedonia, the",2015,"From 10 to 20 years","305,456"
"Turkey",2015,"Total","10,589,337"
"Turkey",2015,"Less than 2 years","1,182,538"
"Turkey",2015,"From 2 to 5 years","2,176,783"
"Turkey",2015,"From 5 to 10 years","1,808,477"
"Turkey",2015,"From 10 to 20 years","2,885,016"
