"Država","Leto","Druzina","Procenti"
"Netherlands",2015,"Single person",20.3
"Netherlands",2015,"Single female",19.7
"Netherlands",2015,"Single male",20.9
"Netherlands",2015,"Two adults",3.9
"Netherlands",2015,"Three or more adults",2.9
"Netherlands",2015,"Households without dependent children",9.2
"Netherlands",2015,"Households with dependent children",5.2
"Austria",2015,"Total",5.8
"Austria",2015,"Single person",11.6
"Austria",2015,"Single female",11.8
"Austria",2015,"Single male",11.3
"Austria",2015,"Two adults",4.5
"Austria",2015,"Three or more adults",4.6
"Austria",2015,"Households without dependent children",6.7
"Austria",2015,"Households with dependent children",4.7
"Poland",2015,"Total",9.1
"Poland",2015,"Single person",16.4
"Poland",2015,"Single female",15.7
"Poland",2015,"Single male",17.9
"Poland",2015,"Two adults",10.3
"Poland",2015,"Three or more adults",11
"Poland",2015,"Households without dependent children",11.8
"Poland",2015,"Households with dependent children",6.9
"Portugal",2015,"Total",8.3
"Portugal",2015,"Single person",12.6
"Portugal",2015,"Single female",11.9
"Portugal",2015,"Single male",13.9
"Portugal",2015,"Two adults",8.7
"Portugal",2015,"Three or more adults",7.1
"Portugal",2015,"Households without dependent children",8.9
"Portugal",2015,"Households with dependent children",7.7
"Romania",2015,"Total",35.5
"Romania",2015,"Single person",20.7
"Romania",2015,"Single female",16.1
"Romania",2015,"Single male",27.8
"Romania",2015,"Two adults",29.1
"Romania",2015,"Three or more adults",36.5
"Romania",2015,"Households without dependent children",29.7
"Romania",2015,"Households with dependent children",40
"Slovenia",2015,"Total",3.6
"Slovenia",2015,"Single person",11.2
"Slovenia",2015,"Single female",12.3
"Slovenia",2015,"Single male",10
"Slovenia",2015,"Two adults",4.3
"Slovenia",2015,"Three or more adults",2.4
"Slovenia",2015,"Households without dependent children",5.5
"Slovenia",2015,"Households with dependent children",2.1
"Slovakia",2015,"Total",13
"Slovakia",2015,"Single person",26.3
"Slovakia",2015,"Single female",27.8
"Slovakia",2015,"Single male",23.5
"Slovakia",2015,"Two adults",17.8
"Slovakia",2015,"Three or more adults",10.4
"Slovakia",2015,"Households without dependent children",16.1
"Slovakia",2015,"Households with dependent children",10.5
"Finland",2015,"Total",8.5
"Finland",2015,"Single person",26.4
"Finland",2015,"Single female",31
"Finland",2015,"Single male",20.9
"Finland",2015,"Two adults",4.6
"Finland",2015,"Three or more adults",2.7
"Finland",2015,"Households without dependent children",12.3
"Finland",2015,"Households with dependent children",3.8
"Sweden",2015,"Total",2.2
"Sweden",2015,"Single person",4.6
"Sweden",2015,"Single female",4.3
"Sweden",2015,"Single male",5
"Sweden",2015,"Two adults",1
"Sweden",2015,"Three or more adults",0
"Sweden",2015,"Households without dependent children",2.3
"Sweden",2015,"Households with dependent children",2.1
"United Kingdom",2015,"Total",8.1
"United Kingdom",2015,"Single person",14.5
"United Kingdom",2015,"Single female",13.2
"United Kingdom",2015,"Single male",15.8
"United Kingdom",2015,"Two adults",5
"United Kingdom",2015,"Three or more adults",5.5
"United Kingdom",2015,"Households without dependent children",7.4
"United Kingdom",2015,"Households with dependent children",8.9
"Iceland",2015,"Total",3.2
"Iceland",2015,"Single person",11.6
"Iceland",2015,"Single female",13.2
"Iceland",2015,"Single male",10.2
"Iceland",2015,"Two adults",2
"Iceland",2015,"Three or more adults",0.4
"Iceland",2015,"Households without dependent children",4.7
"Iceland",2015,"Households with dependent children",2.1
"Norway",2015,"Total",3.8
"Norway",2015,"Single person",7.4
"Norway",2015,"Single female",8.1
"Norway",2015,"Single male",6.7
"Norway",2015,"Two adults",1.7
"Norway",2015,"Three or more adults",0.6
"Norway",2015,"Households without dependent children",5.1
"Norway",2015,"Households with dependent children",1.8
"Switzerland",2015,"Total",5.5
"Switzerland",2015,"Single person",11.1
"Switzerland",2015,"Single female",13.8
"Switzerland",2015,"Single male",8.1
"Switzerland",2015,"Two adults",2.9
"Switzerland",2015,"Three or more adults",3.1
"Switzerland",2015,"Households without dependent children",5.6
"Switzerland",2015,"Households with dependent children",5.3
"Former Yugoslav Republic of Macedonia, the",2015,"Total",19
"Former Yugoslav Republic of Macedonia, the",2015,"Single person",32.2
"Former Yugoslav Republic of Macedonia, the",2015,"Single female",31.8
"Former Yugoslav Republic of Macedonia, the",2015,"Single male",33.2
"Former Yugoslav Republic of Macedonia, the",2015,"Two adults",24.3
"Former Yugoslav Republic of Macedonia, the",2015,"Three or more adults",22.6
"Former Yugoslav Republic of Macedonia, the",2015,"Households without dependent children",23.9
"Former Yugoslav Republic of Macedonia, the",2015,"Households with dependent children",16.6
"Serbia",2015,"Total",24.7
"Serbia",2015,"Single person",45.6
"Serbia",2015,"Single female",45.7
"Serbia",2015,"Single male",45.5
"Serbia",2015,"Two adults",33.1
"Serbia",2015,"Three or more adults",23.3
"Serbia",2015,"Households without dependent children",30.9
"Serbia",2015,"Households with dependent children",19.8
"Belgium",2016,"Total",6.7
"Belgium",2016,"Single person",13.7
"Belgium",2016,"Single female",13.2
"Belgium",2016,"Single male",14.4
"Belgium",2016,"Two adults",4
"Belgium",2016,"Three or more adults",4
"Belgium",2016,"Households without dependent children",7
"Belgium",2016,"Households with dependent children",6.4
"Czech Republic",2016,"Total",8
"Czech Republic",2016,"Single person",14.7
"Czech Republic",2016,"Single female",17
"Czech Republic",2016,"Single male",11.3
"Czech Republic",2016,"Two adults",6
"Czech Republic",2016,"Three or more adults",6.2
"Czech Republic",2016,"Households without dependent children",8.1
"Czech Republic",2016,"Households with dependent children",7.9
"Estonia",2016,"Total",12.1
"Estonia",2016,"Single person",19.9
"Estonia",2016,"Single female",21.1
"Estonia",2016,"Single male",17.9
"Estonia",2016,"Two adults",13.9
"Estonia",2016,"Three or more adults",11.7
"Estonia",2016,"Households without dependent children",15.6
"Estonia",2016,"Households with dependent children",8.6
"France",2016,"Total",2.6
"France",2016,"Single person",5.6
"France",2016,"Single female",4.7
"France",2016,"Single male",6.8
"France",2016,"Two adults",1.2
"France",2016,"Three or more adults",1.3
"France",2016,"Households without dependent children",2.7
"France",2016,"Households with dependent children",2.5
"Croatia",2016,"Total",8.2
"Croatia",2016,"Single person",12.7
"Croatia",2016,"Single female",9.8
"Croatia",2016,"Single male",17.7
"Croatia",2016,"Two adults",11.3
"Croatia",2016,"Three or more adults",8.5
"Croatia",2016,"Households without dependent children",10.4
"Croatia",2016,"Households with dependent children",6.3
"Latvia",2016,"Total",19.5
"Latvia",2016,"Single person",23.2
"Latvia",2016,"Single female",22.9
"Latvia",2016,"Single male",23.9
"Latvia",2016,"Two adults",23
"Latvia",2016,"Three or more adults",16.5
"Latvia",2016,"Households without dependent children",21.3
"Latvia",2016,"Households with dependent children",17.7
"Hungary",2016,"Total",20.6
"Hungary",2016,"Single person",27.7
"Hungary",2016,"Single female",24.5
"Hungary",2016,"Single male",32.1
"Hungary",2016,"Two adults",17.5
"Hungary",2016,"Three or more adults",14.9
"Hungary",2016,"Households without dependent children",19.7
"Hungary",2016,"Households with dependent children",21.5
"Malta",2016,"Total",2.6
"Malta",2016,"Single person",5.3
"Malta",2016,"Single female",4.3
"Malta",2016,"Single male",6.4
"Malta",2016,"Two adults",2
"Malta",2016,"Three or more adults",1
"Malta",2016,"Households without dependent children",2.5
"Malta",2016,"Households with dependent children",2.7
"Netherlands",2016,"Total",6.5
"Netherlands",2016,"Single person",18.7
"Netherlands",2016,"Single female",19
"Netherlands",2016,"Single male",18.5
"Netherlands",2016,"Two adults",4.1
"Netherlands",2016,"Three or more adults",1.1
"Netherlands",2016,"Households without dependent children",8.7
"Netherlands",2016,"Households with dependent children",4.1
"Portugal",2016,"Total",6.9
"Portugal",2016,"Single person",11.1
"Portugal",2016,"Single female",10.7
"Portugal",2016,"Single male",11.9
"Portugal",2016,"Two adults",7.1
"Portugal",2016,"Three or more adults",4.7
"Portugal",2016,"Households without dependent children",7
"Portugal",2016,"Households with dependent children",6.7
"Slovenia",2016,"Total",3.7
"Slovenia",2016,"Single person",12.3
"Slovenia",2016,"Single female",12.9
"Slovenia",2016,"Single male",11.6
"Slovenia",2016,"Two adults",3.6
"Slovenia",2016,"Three or more adults",2.1
"Slovenia",2016,"Households without dependent children",5.5
"Slovenia",2016,"Households with dependent children",2.2
"Finland",2016,"Total",8.9
"Finland",2016,"Single person",27.8
"Finland",2016,"Single female",33.2
"Finland",2016,"Single male",21.4
"Finland",2016,"Two adults",4.8
"Finland",2016,"Three or more adults",4.1
"Finland",2016,"Households without dependent children",13.2
"Finland",2016,"Households with dependent children",3.6
"United Kingdom",2016,"Total",8.6
"United Kingdom",2016,"Single person",14.6
"United Kingdom",2016,"Single female",13.7
"United Kingdom",2016,"Single male",15.7
"United Kingdom",2016,"Two adults",5.2
"United Kingdom",2016,"Three or more adults",8.4
"United Kingdom",2016,"Households without dependent children",8.2
"United Kingdom",2016,"Households with dependent children",9
"Norway",2016,"Total",3.8
"Norway",2016,"Single person",10
"Norway",2016,"Single female",10
"Norway",2016,"Single male",10
"Norway",2016,"Two adults",2.2
"Norway",2016,"Three or more adults",3.3
"Norway",2016,"Households without dependent children",5.6
"Norway",2016,"Households with dependent children",1.9
